id,id_personaje,personaje,genero,genero_estado,origen,codigo_origen,atuendo,ambito,nombre_oficial,pagina_personaje,fuente_atuendo,fuente_anexo,fuente_imagen,licencia,imagen_incluida,tipo_imagen,archivo,estado_verificacion
ff1-monje-monje,ff1-monje,Monje,hombre,clasificacion_canonica_pendiente_de_cita_individual,Final Fantasy I,ff1,Monje,juego principal,True,https://na.finalfantasy.com/titles/finalfantasy,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,hombre/monje/monje.svg,verificado_lista
ff1-nerrick-apariencia_principal,ff1-nerrick,Nerrick,hombre,clasificacion_canonica_pendiente_de_cita_individual,Final Fantasy I,ff1,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy,https://na.finalfantasy.com/titles/finalfantasy,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,hombre/nerrick.svg,descripcion_controlada
ff1-princess_sarah-apariencia_principal,ff1-princess_sarah,Princess Sarah,mujer,clasificacion_canonica_pendiente_de_cita_individual,Final Fantasy I,ff1,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy,https://na.finalfantasy.com/titles/finalfantasy,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,mujer/princess_sarah.svg,descripcion_controlada
ff1-principe_elfo-apariencia_principal,ff1-principe_elfo,Príncipe elfo,hombre,clasificacion_canonica_pendiente_de_cita_individual,Final Fantasy I,ff1,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy,https://na.finalfantasy.com/titles/finalfantasy,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,hombre/principe_elfo.svg,descripcion_controlada
ff1-queen_jayne-apariencia_principal,ff1-queen_jayne,Queen Jayne,mujer,clasificacion_canonica_pendiente_de_cita_individual,Final Fantasy I,ff1,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy,https://na.finalfantasy.com/titles/finalfantasy,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,mujer/queen_jayne.svg,descripcion_controlada
ff1-scholar_une-apariencia_principal,ff1-scholar_une,Scholar Une,hombre,clasificacion_canonica_pendiente_de_cita_individual,Final Fantasy I,ff1,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy,https://na.finalfantasy.com/titles/finalfantasy,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,hombre/scholar_une.svg,descripcion_controlada
ff1-smyth-apariencia_principal,ff1-smyth,Smyth,hombre,clasificacion_canonica_pendiente_de_cita_individual,Final Fantasy I,ff1,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy,https://na.finalfantasy.com/titles/finalfantasy,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,hombre/smyth.svg,descripcion_controlada
ff1-tiamat-apariencia_principal,ff1-tiamat,Tiamat,otro,revision_manual,Final Fantasy I,ff1,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy,https://na.finalfantasy.com/titles/finalfantasy,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,otro/tiamat.svg,descripcion_controlada
ff10-anima-apariencia_principal,ff10-anima,Anima,otro,revision_manual,Final Fantasy X,ff10,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy10,https://na.finalfantasy.com/titles/finalfantasy10,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,otro/anima.svg,descripcion_controlada
ff10-auron-apariencia_principal,ff10-auron,Auron,hombre,clasificacion_canonica_pendiente_de_cita_individual,Final Fantasy X,ff10,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy10,https://na.finalfantasy.com/titles/finalfantasy10,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,hombre/auron.svg,descripcion_controlada
ff10-bahamut-apariencia_principal,ff10-bahamut,Bahamut,otro,revision_manual,Final Fantasy X,ff10,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy10,https://na.finalfantasy.com/titles/finalfantasy10,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,otro/bahamut/apariencia_principal.svg,descripcion_controlada
ff10-ifrit-apariencia_principal,ff10-ifrit,Ifrit,otro,revision_manual,Final Fantasy X,ff10,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy10,https://na.finalfantasy.com/titles/finalfantasy10,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,otro/ifrit/apariencia_principal.svg,descripcion_controlada
ff10-ixion-apariencia_principal,ff10-ixion,Ixion,otro,revision_manual,Final Fantasy X,ff10,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy10,https://na.finalfantasy.com/titles/finalfantasy10,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,otro/ixion.svg,descripcion_controlada
ff10-jecht-apariencia_principal,ff10-jecht,Jecht,hombre,clasificacion_canonica_pendiente_de_cita_individual,Final Fantasy X,ff10,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy10,https://na.finalfantasy.com/titles/finalfantasy10,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,hombre/jecht.svg,descripcion_controlada
ff10-kimahri_ronso-apariencia_principal,ff10-kimahri_ronso,Kimahri Ronso,hombre,clasificacion_canonica_pendiente_de_cita_individual,Final Fantasy X,ff10,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy10,https://na.finalfantasy.com/titles/finalfantasy10,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,hombre/kimahri_ronso.svg,descripcion_controlada
ff10-lulu-apariencia_principal,ff10-lulu,Lulu,mujer,clasificacion_canonica_pendiente_de_cita_individual,Final Fantasy X,ff10,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy10,https://na.finalfantasy.com/titles/finalfantasy10,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,mujer/lulu.svg,descripcion_controlada
ff10-magus_sisters-apariencia_principal,ff10-magus_sisters,Magus Sisters,otro,revision_manual,Final Fantasy X,ff10,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy10,https://na.finalfantasy.com/titles/finalfantasy10,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,otro/magus_sisters.svg,descripcion_controlada
ff10-rikku-apariencia_de_final_fantasy_x,ff10-rikku,Rikku,mujer,clasificacion_canonica_pendiente_de_cita_individual,Final Fantasy X,ff10,Apariencia de Final Fantasy X,juego principal,False,https://na.finalfantasy.com/titles/finalfantasy10,https://na.finalfantasy.com/titles/finalfantasy10,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,mujer/rikku/apariencia_de_final_fantasy_x.svg,descripcion_controlada
ff10-rikku-apariencia_de_final_fantasy_x_2,ff10-rikku,Rikku,mujer,clasificacion_canonica_pendiente_de_cita_individual,Final Fantasy X,ff10,Apariencia de Final Fantasy X-2,juego principal,False,https://na.finalfantasy.com/titles/finalfantasy10,https://na.finalfantasy.com/titles/finalfantasy10,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,mujer/rikku/apariencia_de_final_fantasy_x_2.svg,descripcion_controlada
ff10-seymour_guado-apariencia_principal,ff10-seymour_guado,Seymour Guado,hombre,clasificacion_canonica_pendiente_de_cita_individual,Final Fantasy X,ff10,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy10,https://na.finalfantasy.com/titles/finalfantasy10,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,hombre/seymour_guado.svg,descripcion_controlada
ff10-shiva-apariencia_principal,ff10-shiva,Shiva,mujer,clasificacion_canonica_pendiente_de_cita_individual,Final Fantasy X,ff10,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy10,https://na.finalfantasy.com/titles/finalfantasy10,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,mujer/shiva/apariencia_principal.svg,descripcion_controlada
ff10-tidus-apariencia_principal,ff10-tidus,Tidus,hombre,clasificacion_canonica_pendiente_de_cita_individual,Final Fantasy X,ff10,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy10,https://na.finalfantasy.com/titles/finalfantasy10,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,hombre/tidus/apariencia_principal.svg,descripcion_controlada
ff10-valefor-apariencia_principal,ff10-valefor,Valefor,otro,revision_manual,Final Fantasy X,ff10,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy10,https://na.finalfantasy.com/titles/finalfantasy10,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,otro/valefor.svg,descripcion_controlada
ff10-wakka-apariencia_principal,ff10-wakka,Wakka,hombre,clasificacion_canonica_pendiente_de_cita_individual,Final Fantasy X,ff10,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy10,https://na.finalfantasy.com/titles/finalfantasy10,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,hombre/wakka.svg,descripcion_controlada
ff10-yojimbo-apariencia_principal,ff10-yojimbo,Yojimbo,otro,revision_manual,Final Fantasy X,ff10,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy10,https://na.finalfantasy.com/titles/finalfantasy10,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,otro/yojimbo.svg,descripcion_controlada
ff10-yuna-invocadora_de_final_fantasy_x,ff10-yuna,Yuna,mujer,clasificacion_canonica_pendiente_de_cita_individual,Final Fantasy X,ff10,Invocadora de Final Fantasy X,juego principal,False,https://na.finalfantasy.com/titles/finalfantasy10,https://na.finalfantasy.com/titles/finalfantasy10,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,mujer/yuna/invocadora_de_final_fantasy_x.svg,descripcion_controlada
ff10-yuna-pistolera_de_final_fantasy_x_2,ff10-yuna,Yuna,mujer,clasificacion_canonica_pendiente_de_cita_individual,Final Fantasy X,ff10,Pistolera de Final Fantasy X-2,juego principal,False,https://na.finalfantasy.com/titles/finalfantasy10,https://na.finalfantasy.com/titles/finalfantasy10,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,mujer/yuna/pistolera_de_final_fantasy_x_2.svg,descripcion_controlada
ff10-yunalesca-apariencia_principal,ff10-yunalesca,Yunalesca,mujer,clasificacion_canonica_pendiente_de_cita_individual,Final Fantasy X,ff10,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy10,https://na.finalfantasy.com/titles/finalfantasy10,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,mujer/yunalesca.svg,descripcion_controlada
ff10_2-baralai-apariencia_principal,ff10_2-baralai,Baralai,hombre,clasificacion_canonica_pendiente_de_cita_individual,Final Fantasy X-2,ff10_2,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy10,https://na.finalfantasy.com/titles/finalfantasy10,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,hombre/baralai.svg,descripcion_controlada
ff10_2-barkeep-apariencia_principal,ff10_2-barkeep,Barkeep,hombre,clasificacion_canonica_pendiente_de_cita_individual,Final Fantasy X-2,ff10_2,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy10,https://na.finalfantasy.com/titles/finalfantasy10,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,hombre/barkeep.svg,descripcion_controlada
ff10_2-brother-apariencia_principal,ff10_2-brother,Brother,hombre,clasificacion_canonica_pendiente_de_cita_individual,Final Fantasy X-2,ff10_2,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy10,https://na.finalfantasy.com/titles/finalfantasy10,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,hombre/brother.svg,descripcion_controlada
ff10_2-buddy-apariencia_principal,ff10_2-buddy,Buddy,hombre,clasificacion_canonica_pendiente_de_cita_individual,Final Fantasy X-2,ff10_2,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy10,https://na.finalfantasy.com/titles/finalfantasy10,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,hombre/buddy.svg,descripcion_controlada
ff10_2-dark_anima-apariencia_principal,ff10_2-dark_anima,Dark Anima,otro,revision_manual,Final Fantasy X-2,ff10_2,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy10,https://na.finalfantasy.com/titles/finalfantasy10,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,otro/dark_anima.svg,descripcion_controlada
ff10_2-dark_bahamut-apariencia_principal,ff10_2-dark_bahamut,Dark Bahamut,otro,revision_manual,Final Fantasy X-2,ff10_2,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy10,https://na.finalfantasy.com/titles/finalfantasy10,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,otro/dark_bahamut.svg,descripcion_controlada
ff10_2-dark_ifrit-apariencia_principal,ff10_2-dark_ifrit,Dark Ifrit,otro,revision_manual,Final Fantasy X-2,ff10_2,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy10,https://na.finalfantasy.com/titles/finalfantasy10,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,otro/dark_ifrit.svg,descripcion_controlada
ff10_2-dark_ixion-apariencia_principal,ff10_2-dark_ixion,Dark Ixion,otro,revision_manual,Final Fantasy X-2,ff10_2,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy10,https://na.finalfantasy.com/titles/finalfantasy10,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,otro/dark_ixion.svg,descripcion_controlada
ff10_2-dark_magus_sisters-apariencia_principal,ff10_2-dark_magus_sisters,Dark Magus Sisters,otro,revision_manual,Final Fantasy X-2,ff10_2,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy10,https://na.finalfantasy.com/titles/finalfantasy10,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,otro/dark_magus_sisters.svg,descripcion_controlada
ff10_2-dark_shiva-apariencia_principal,ff10_2-dark_shiva,Dark Shiva,otro,revision_manual,Final Fantasy X-2,ff10_2,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy10,https://na.finalfantasy.com/titles/finalfantasy10,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,otro/dark_shiva.svg,descripcion_controlada
ff10_2-dark_valefor-apariencia_principal,ff10_2-dark_valefor,Dark Valefor,otro,revision_manual,Final Fantasy X-2,ff10_2,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy10,https://na.finalfantasy.com/titles/finalfantasy10,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,otro/dark_valefor.svg,descripcion_controlada
ff10_2-dark_yojimbo-apariencia_principal,ff10_2-dark_yojimbo,Dark Yojimbo,otro,revision_manual,Final Fantasy X-2,ff10_2,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy10,https://na.finalfantasy.com/titles/finalfantasy10,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,otro/dark_yojimbo.svg,descripcion_controlada
ff10_2-gippal-apariencia_principal,ff10_2-gippal,Gippal,hombre,clasificacion_canonica_pendiente_de_cita_individual,Final Fantasy X-2,ff10_2,Apariencia principal,juego de origen,False,https://na.finalfantasy.com/titles/finalfantasy10,https://na.finalfantasy.com/titles/finalfantasy10,https://es.wikipedia.org/wiki/Anexo:Personajes_de_Final_Fantasy,,no determinada,False,marcador_local,hombre/gippal.svg,descripcion_controlada
