id,personaje,atuendo,pagina_personaje,fuente_imagen,licencia,fecha_consulta
ff10-kimahri_ronso-apariencia_principal,Kimahri Ronso,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10-lulu-apariencia_principal,Lulu,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10-magus_sisters-apariencia_principal,Magus Sisters,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10-rikku-apariencia_de_final_fantasy_x,Rikku,Apariencia de Final Fantasy X,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10-rikku-apariencia_de_final_fantasy_x_2,Rikku,Apariencia de Final Fantasy X-2,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10-seymour_guado-apariencia_principal,Seymour Guado,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10-shiva-apariencia_principal,Shiva,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10-tidus-apariencia_principal,Tidus,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10-valefor-apariencia_principal,Valefor,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10-wakka-apariencia_principal,Wakka,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10-yojimbo-apariencia_principal,Yojimbo,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10-yuna-invocadora_de_final_fantasy_x,Yuna,Invocadora de Final Fantasy X,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10-yuna-pistolera_de_final_fantasy_x_2,Yuna,Pistolera de Final Fantasy X-2,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10-yunalesca-apariencia_principal,Yunalesca,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-baralai-apariencia_principal,Baralai,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-barkeep-apariencia_principal,Barkeep,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-brother-apariencia_principal,Brother,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-buddy-apariencia_principal,Buddy,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-dark_anima-apariencia_principal,Dark Anima,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-dark_bahamut-apariencia_principal,Dark Bahamut,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-dark_ifrit-apariencia_principal,Dark Ifrit,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-dark_ixion-apariencia_principal,Dark Ixion,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-dark_magus_sisters-apariencia_principal,Dark Magus Sisters,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-dark_shiva-apariencia_principal,Dark Shiva,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-dark_valefor-apariencia_principal,Dark Valefor,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-dark_yojimbo-apariencia_principal,Dark Yojimbo,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-gippal-apariencia_principal,Gippal,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-leblanc-apariencia_principal,Leblanc,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-lenne-apariencia_principal,Lenne,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-logos-apariencia_principal,Logos,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-nooj-apariencia_principal,Nooj,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-ormi-apariencia_principal,Ormi,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-paine-alchemist,Paine,Alchemist,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-paine-berserker,Paine,Berserker,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-paine-black_mage,Paine,Black Mage,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-paine-dark_knight,Paine,Dark Knight,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-paine-festivalist,Paine,Festivalist,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-paine-full_throttle,Paine,Full Throttle,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-paine-gun_mage,Paine,Gun Mage,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-paine-gunner,Paine,Gunner,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-paine-lady_luck,Paine,Lady Luck,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-paine-mascot,Paine,Mascot,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-paine-psychic,Paine,Psychic,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-paine-samurai,Paine,Samurai,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-paine-songstress,Paine,Songstress,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-paine-thief,Paine,Thief,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-paine-trainer,Paine,Trainer,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-paine-warrior,Paine,Warrior,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-paine-white_mage,Paine,White Mage,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-rikku-alchemist,Rikku,Alchemist,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-rikku-berserker,Rikku,Berserker,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-rikku-black_mage,Rikku,Black Mage,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-rikku-dark_knight,Rikku,Dark Knight,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-rikku-festivalist,Rikku,Festivalist,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-rikku-gun_mage,Rikku,Gun Mage,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-rikku-gunner,Rikku,Gunner,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-rikku-lady_luck,Rikku,Lady Luck,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-rikku-machina_maw,Rikku,Machina Maw,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-rikku-mascot,Rikku,Mascot,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-rikku-psychic,Rikku,Psychic,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-rikku-samurai,Rikku,Samurai,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-rikku-songstress,Rikku,Songstress,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-rikku-thief,Rikku,Thief,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-rikku-trainer,Rikku,Trainer,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-rikku-warrior,Rikku,Warrior,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-rikku-white_mage,Rikku,White Mage,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-shinra-apariencia_principal,Shinra,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-shuyin-apariencia_principal,Shuyin,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-tidus-apariencia_principal,Tidus,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-vegnagun-apariencia_principal,Vegnagun,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-yuna-alchemist,Yuna,Alchemist,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-yuna-berserker,Yuna,Berserker,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-yuna-black_mage,Yuna,Black Mage,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-yuna-dark_knight,Yuna,Dark Knight,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-yuna-festivalist,Yuna,Festivalist,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-yuna-floral_fallal,Yuna,Floral Fallal,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-yuna-gun_mage,Yuna,Gun Mage,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-yuna-gunner,Yuna,Gunner,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-yuna-lady_luck,Yuna,Lady Luck,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-yuna-mascot,Yuna,Mascot,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-yuna-psychic,Yuna,Psychic,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-yuna-samurai,Yuna,Samurai,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-yuna-songstress,Yuna,Songstress,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-yuna-thief,Yuna,Thief,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-yuna-trainer,Yuna,Trainer,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-yuna-warrior,Yuna,Warrior,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff10_2-yuna-white_mage,Yuna,White Mage,https://na.finalfantasy.com/titles/finalfantasy10,,no determinada,2026-06-15
ff11-prishe-apariencia_principal,Prishe,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy11,,no determinada,2026-06-15
ff11-shantotto-apariencia_principal,Shantotto,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy11,,no determinada,2026-06-15
ff12-adrammelech-apariencia_principal,Adrammelech,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy12,,no determinada,2026-06-15
ff12-al_cid_margrace-apariencia_principal,Al-Cid Margrace,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy12,,no determinada,2026-06-15
ff12-ashelia_b_nargin_dalmasca-apariencia_principal,Ashelia B'nargin Dalmasca,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy12,,no determinada,2026-06-15
ff12-balthier-apariencia_principal,Balthier,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy12,,no determinada,2026-06-15
ff12-basch_fon_ronsenburg-apariencia_principal,Basch fon Ronsenburg,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy12,,no determinada,2026-06-15
ff12-belias-apariencia_principal,Belias,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy12,,no determinada,2026-06-15
ff12-chaos-apariencia_principal,Chaos,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy12,,no determinada,2026-06-15
ff12-cuchulainn-apariencia_principal,Cúchulainn,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy12,,no determinada,2026-06-15
ff12-dalan-apariencia_principal,Dalan,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy12,,no determinada,2026-06-15
ff12-exodus-apariencia_principal,Exodus,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy12,,no determinada,2026-06-15
ff12-famfrit-apariencia_principal,Famfrit,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy12,,no determinada,2026-06-15
ff12-fran-apariencia_principal,Fran,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy12,,no determinada,2026-06-15
ff12-gabranth-apariencia_principal,Gabranth,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy12,,no determinada,2026-06-15
ff12-hashmal-apariencia_principal,Hashmal,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy12,,no determinada,2026-06-15
ff12-larsa_ferrinas_solidor-apariencia_principal,Larsa Ferrinas Solidor,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy12,,no determinada,2026-06-15
ff12-marquis_halim_ondore_iv-apariencia_principal,Marquis Halim Ondore IV,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy12,,no determinada,2026-06-15
ff12-mateus-apariencia_principal,Mateus,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy12,,no determinada,2026-06-15
ff12-montblanc-apariencia_principal,Montblanc,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy12,,no determinada,2026-06-15
ff12-penelo-apariencia_principal,Penelo,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy12,,no determinada,2026-06-15
ff12-rasler_heios_nabradia-apariencia_principal,Rasler Heios Nabradia,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy12,,no determinada,2026-06-15
ff12-reddas-apariencia_principal,Reddas,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy12,,no determinada,2026-06-15
ff12-reks-apariencia_principal,Reks,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy12,,no determinada,2026-06-15
ff12-shemhazai-apariencia_principal,Shemhazai,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy12,,no determinada,2026-06-15
ff12-ultima-apariencia_principal,Ultima,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy12,,no determinada,2026-06-15
ff12-vaan-apariencia_principal,Vaan,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy12,,no determinada,2026-06-15
ff12-vayne_carudas_solidor-apariencia_principal,Vayne Carudas Solidor,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy12,,no determinada,2026-06-15
ff12-vossler-apariencia_principal,Vossler,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy12,,no determinada,2026-06-15
ff12-zalera-apariencia_principal,Zalera,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy12,,no determinada,2026-06-15
ff12-zeromus-apariencia_principal,Zeromus,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy12,,no determinada,2026-06-15
ff12-zodiark-apariencia_principal,Zodiark,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy12,,no determinada,2026-06-15
ff13-hope_estheim-apariencia_principal,Hope Estheim,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy13,,no determinada,2026-06-15
ff13-lightning-equilibrium,Lightning,Equilibrium,https://na.finalfantasy.com/titles/finalfantasy13,,no determinada,2026-06-15
ff13-lightning-etro_s_champion,Lightning,Etro's Champion,https://na.finalfantasy.com/titles/finalfantasy13,,no determinada,2026-06-15
ff13-lightning-guardian_corps,Lightning,Guardian Corps,https://na.finalfantasy.com/titles/finalfantasy13,,no determinada,2026-06-15
ff13-oerba_dia_vanille-apariencia_principal,Oerba Dia Vanille,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy13,,no determinada,2026-06-15
ff13-oerba_yun_fang-apariencia_principal,Oerba Yun Fang,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy13,,no determinada,2026-06-15
ff13-sazh_katzroy-apariencia_principal,Sazh Katzroy,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy13,,no determinada,2026-06-15
ff13-serah_farron-apariencia_de_final_fantasy_xiii,Serah Farron,Apariencia de Final Fantasy XIII,https://na.finalfantasy.com/titles/finalfantasy13,,no determinada,2026-06-15
ff13-serah_farron-apariencia_de_final_fantasy_xiii_2,Serah Farron,Apariencia de Final Fantasy XIII-2,https://na.finalfantasy.com/titles/finalfantasy13,,no determinada,2026-06-15
ff13-snow_villiers-apariencia_principal,Snow Villiers,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy13,,no determinada,2026-06-15
ff13_2-hope_estheim-apariencia_principal,Hope Estheim,Apariencia principal,https://www.square-enix-games.com/news/final-fantasy-xiii-2-pc-includes-console-dlc,,no determinada,2026-06-15
ff13_2-lightning-apariencia_principal,Lightning,Apariencia principal,https://www.square-enix-games.com/news/final-fantasy-xiii-2-pc-includes-console-dlc,,no determinada,2026-06-15
ff13_2-mog-a_wondrous_wardrobe_01,Mog,A Wondrous Wardrobe 01,https://www.square-enix-games.com/news/final-fantasy-xiii-2-pc-includes-console-dlc,,no determinada,2026-06-15
ff13_2-mog-a_wondrous_wardrobe_02,Mog,A Wondrous Wardrobe 02,https://www.square-enix-games.com/news/final-fantasy-xiii-2-pc-includes-console-dlc,,no determinada,2026-06-15
ff13_2-mog-a_wondrous_wardrobe_03,Mog,A Wondrous Wardrobe 03,https://www.square-enix-games.com/news/final-fantasy-xiii-2-pc-includes-console-dlc,,no determinada,2026-06-15
ff13_2-mog-a_wondrous_wardrobe_04,Mog,A Wondrous Wardrobe 04,https://www.square-enix-games.com/news/final-fantasy-xiii-2-pc-includes-console-dlc,,no determinada,2026-06-15
ff13_2-mog-a_wondrous_wardrobe_05,Mog,A Wondrous Wardrobe 05,https://www.square-enix-games.com/news/final-fantasy-xiii-2-pc-includes-console-dlc,,no determinada,2026-06-15
ff13_2-mog-a_wondrous_wardrobe_06,Mog,A Wondrous Wardrobe 06,https://www.square-enix-games.com/news/final-fantasy-xiii-2-pc-includes-console-dlc,,no determinada,2026-06-15
ff13_2-mog-a_wondrous_wardrobe_07,Mog,A Wondrous Wardrobe 07,https://www.square-enix-games.com/news/final-fantasy-xiii-2-pc-includes-console-dlc,,no determinada,2026-06-15
ff13_2-mog-a_wondrous_wardrobe_08,Mog,A Wondrous Wardrobe 08,https://www.square-enix-games.com/news/final-fantasy-xiii-2-pc-includes-console-dlc,,no determinada,2026-06-15
ff13_2-mog-a_wondrous_wardrobe_09,Mog,A Wondrous Wardrobe 09,https://www.square-enix-games.com/news/final-fantasy-xiii-2-pc-includes-console-dlc,,no determinada,2026-06-15
ff13_2-mog-a_wondrous_wardrobe_10,Mog,A Wondrous Wardrobe 10,https://www.square-enix-games.com/news/final-fantasy-xiii-2-pc-includes-console-dlc,,no determinada,2026-06-15
ff13_2-mog-a_wondrous_wardrobe_11,Mog,A Wondrous Wardrobe 11,https://www.square-enix-games.com/news/final-fantasy-xiii-2-pc-includes-console-dlc,,no determinada,2026-06-15
ff13_2-mog-a_wondrous_wardrobe_12,Mog,A Wondrous Wardrobe 12,https://www.square-enix-games.com/news/final-fantasy-xiii-2-pc-includes-console-dlc,,no determinada,2026-06-15
ff13_2-mog-a_wondrous_wardrobe_13,Mog,A Wondrous Wardrobe 13,https://www.square-enix-games.com/news/final-fantasy-xiii-2-pc-includes-console-dlc,,no determinada,2026-06-15
ff13_2-mog-a_wondrous_wardrobe_14,Mog,A Wondrous Wardrobe 14,https://www.square-enix-games.com/news/final-fantasy-xiii-2-pc-includes-console-dlc,,no determinada,2026-06-15
ff13_2-mog-a_wondrous_wardrobe_15,Mog,A Wondrous Wardrobe 15,https://www.square-enix-games.com/news/final-fantasy-xiii-2-pc-includes-console-dlc,,no determinada,2026-06-15
ff13_2-mog-a_wondrous_wardrobe_16,Mog,A Wondrous Wardrobe 16,https://www.square-enix-games.com/news/final-fantasy-xiii-2-pc-includes-console-dlc,,no determinada,2026-06-15
ff13_2-mog-apariencia_predeterminada,Mog,Apariencia predeterminada,https://www.square-enix-games.com/news/final-fantasy-xiii-2-pc-includes-console-dlc,,no determinada,2026-06-15
ff13_2-noel_kreiss-apariencia_predeterminada,Noel Kreiss,Apariencia predeterminada,https://www.square-enix-games.com/news/final-fantasy-xiii-2-pc-includes-console-dlc,,no determinada,2026-06-15
ff13_2-noel_kreiss-battle_attire,Noel Kreiss,Battle Attire,https://www.square-enix-games.com/news/final-fantasy-xiii-2-pc-includes-console-dlc,,no determinada,2026-06-15
ff13_2-noel_kreiss-black_mage,Noel Kreiss,Black Mage,https://www.square-enix-games.com/news/final-fantasy-xiii-2-pc-includes-console-dlc,,no determinada,2026-06-15
ff13_2-noel_kreiss-ezio_auditore_assassin_s_creed,Noel Kreiss,Ezio Auditore / Assassin's Creed,https://www.square-enix-games.com/news/final-fantasy-xiii-2-pc-includes-console-dlc,,no determinada,2026-06-15
ff13_2-noel_kreiss-n7_armor,Noel Kreiss,N7 Armor,https://www.square-enix-games.com/news/final-fantasy-xiii-2-pc-includes-console-dlc,,no determinada,2026-06-15
ff13_2-noel_kreiss-spacetime_guardian,Noel Kreiss,Spacetime Guardian,https://www.square-enix-games.com/news/final-fantasy-xiii-2-pc-includes-console-dlc,,no determinada,2026-06-15
ff13_2-sazh_katzroy-apariencia_principal,Sazh Katzroy,Apariencia principal,https://www.square-enix-games.com/news/final-fantasy-xiii-2-pc-includes-console-dlc,,no determinada,2026-06-15
ff13_2-serah_farron-apariencia_predeterminada,Serah Farron,Apariencia predeterminada,https://www.square-enix-games.com/news/final-fantasy-xiii-2-pc-includes-console-dlc,,no determinada,2026-06-15
